,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z
0,2023-04-08 15:14:02.369,0.13288648,0.044597436,-0.00868506
1,2023-04-08 15:14:02.389,0.1579202,0.02116162,-0.019870337
2,2023-04-08 15:14:02.411,0.15419178,-0.02411212,-0.064078815
3,2023-04-08 15:14:02.429,0.21544449,0.0035847542,-0.107754655
4,2023-04-08 15:14:02.449,0.2735014,0.079751156,-0.13971259
5,2023-04-08 15:14:02.470,0.2623161,0.19959342,-0.15675682
6,2023-04-08 15:14:02.492,0.22982556,0.3252946,-0.14450628
7,2023-04-08 15:14:02.514,0.2255645,0.34553465,-0.105624124
8,2023-04-08 15:14:02.534,0.2122487,0.23101872,-0.052893534
9,2023-04-08 15:14:02.554,0.1462023,0.06537009,0.018479183
10,2023-04-08 15:14:02.574,0.062579036,-0.073646925,0.07706873
11,2023-04-08 15:14:02.591,0.0034568547,-0.11998592,0.09890665
12,2023-04-08 15:14:02.609,-0.04714321,-0.10400696,0.09890665
13,2023-04-08 15:14:02.632,-0.07537271,-0.094419576,0.07120977
14,2023-04-08 15:14:02.651,-0.08815589,-0.064592175,0.033392888
15,2023-04-08 15:14:02.672,-0.09135168,0.00038896094,0.013152861
16,2023-04-08 15:14:02.698,-0.07270955,0.040336378,0.009424436
17,2023-04-08 15:14:02.711,-0.043947414,0.03873848,0.010489699
18,2023-04-08 15:14:02.733,-0.009326318,0.033944793,0.009957068
19,2023-04-08 15:14:02.749,0.031153731,0.036607955,0.018479183
20,2023-04-08 15:14:02.769,0.05991587,0.009976341,0.027001299
21,2023-04-08 15:14:02.788,0.068437986,-0.018253166,0.028066564
22,2023-04-08 15:14:02.810,0.075362206,-0.013992109,0.032327622
23,2023-04-08 15:14:02.835,0.08601485,-0.015057374,0.03179499
24,2023-04-08 15:14:02.849,0.07056852,-0.02624265,0.019544449
25,2023-04-08 15:14:02.874,0.03594742,-0.010263684,0.011022332
26,2023-04-08 15:14:02.888,0.017837923,0.029683735,0.01528339
27,2023-04-08 15:14:02.909,-0.0008042031,0.039803747,0.027001299
28,2023-04-08 15:14:02.925,-0.026903182,-0.0054699937,0.02913183
29,2023-04-08 15:14:02.949,-0.0338274,-0.04754794,0.02220761
30,2023-04-08 15:14:02.966,-0.02370739,-0.0486132,0.018479183
31,2023-04-08 15:14:02.988,-0.015717905,-0.050211098,0.007293907
32,2023-04-08 15:14:03.010,-0.010391583,-0.042754248,-0.009750324
33,2023-04-08 15:14:03.025,0.007717912,-0.010796316,-0.022533497
34,2023-04-08 15:14:03.048,0.0455348,0.02861847,-0.029990349
35,2023-04-08 15:14:03.061,0.06470957,0.051521655,-0.02785982
36,2023-04-08 15:14:03.083,0.060981136,0.024890045,-0.0209356
37,2023-04-08 15:14:03.103,0.055654813,0.005715283,-0.011348221
38,2023-04-08 15:14:03.126,0.049263224,0.024357412,0.0025002165
39,2023-04-08 15:14:03.147,0.034349523,0.02861847,0.009957068
40,2023-04-08 15:14:03.163,-0.0039999965,0.003052122,0.010489699
41,2023-04-08 15:14:03.188,-0.035957932,-0.013992109,0.0019675842
42,2023-04-08 15:14:03.200,-0.04288215,0.018498458,-0.006021899
43,2023-04-08 15:14:03.225,-0.025305286,0.0621743,-0.0038913703
44,2023-04-08 15:14:03.239,-0.009858951,0.06323956,0.0014349521
45,2023-04-08 15:14:03.263,-0.00719579,0.03501006,0.007826539
46,2023-04-08 15:14:03.285,0.0023915903,0.00731318,0.009424436
47,2023-04-08 15:14:03.304,0.02209898,0.00038896094,0.003565481
48,2023-04-08 15:14:03.324,0.038077947,0.01210687,-0.005489267
49,2023-04-08 15:14:03.345,0.03594742,0.018498458,-0.012946119
50,2023-04-08 15:14:03.363,0.015174764,0.0078458125,-0.017207175
51,2023-04-08 15:14:03.380,-0.012522112,-0.006002626,-0.016674543
52,2023-04-08 15:14:03.401,-0.018913697,-0.012394213,-0.0150766475
53,2023-04-08 15:14:03.417,-0.014120009,-0.0006763035,-0.017739806
54,2023-04-08 15:14:03.441,-0.019978963,0.0137047665,-0.0150766475
55,2023-04-08 15:14:03.459,-0.019978963,0.017433193,-0.005489267
56,2023-04-08 15:14:03.482,-0.013587377,0.025955308,0.0046307454
57,2023-04-08 15:14:03.504,0.007717912,0.046727967,0.0083591705
58,2023-04-08 15:14:03.521,0.034349523,0.0621743,0.0062286416
59,2023-04-08 15:14:03.539,0.039143212,0.050989024,0.0009023199
60,2023-04-08 15:14:03.558,0.015707396,0.019563721,-0.0049566347
61,2023-04-08 15:14:03.579,-0.0061305254,0.00731318,-0.018272439
62,2023-04-08 15:14:03.594,-0.0045326287,0.0456627,-0.025196658
